NAME,,PRC Deferrals - Acute and Chronic Primary and Secondary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AREA:  I.H.S. OFFICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal and Tribal PRC Program:,,FY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY:,,SERVICE UNIT-FEDERAL and TRIBAL PROGRAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal TOTAL,Tribal TOTAL,TOTAL
,,ALASKA,,,ALBUQUERQUE,,,BEMIDJI,,,BILLING,,,CALIFORNIA,,,GREAT PLAINS,,,NASHVILLE,,,NAVAJO,,,OKLAHOMA,,,PHOENIX,,,PORTLAND,,,TUCSON,,,,,
 4. GYN Procedures,a. hysterectomy,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,10 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,5 ,6 ,0 ,0 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,3 ,18 ,21 
,b. other elective procedures,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,2 ,0 ,2 ,0 ,40 ,40 ,10 ,0 ,10 ,2 ,0 ,2 ,0 ,0 ,0 ,23 ,20 ,43 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,39 ,60 ,99 
 5.  Medical Referral/,a. dermatology,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,28 ,0 ,28 ,0 ,1 ,1 ,87 ,0 ,87 ,1 ,0 ,1 ,14 ,523 ,537 ,505 ,216 ,721 ,0 ,0 ,0 ,0 ,44 ,44 ,0 ,0 ,0 ,637 ,784 ,"1,421 "
      Procedures,b. neurology,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,4 ,0 ,11 ,11 ,88 ,1 ,89 ,0 ,0 ,0 ,92 ,766 ,858 ,405 ,75 ,480 ,0 ,0 ,0 ,0 ,255 ,255 ,0 ,0 ,0 ,589 ,"1,108 ","1,697 "
,c. EEG/EMG,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,2 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,54 ,12 ,66 ,0 ,0 ,0 ,0 ,22 ,22 ,0 ,0 ,0 ,56 ,36 ,92 
,d. internal medicine,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,6 ,6 ,3 ,0 ,3 ,0 ,0 ,0 ,0 ,25 ,25 ,4 ,0 ,4 ,0 ,0 ,0 ,0 ,"3,278 ","3,278 ",0 ,0 ,0 ,8 ,"3,309 ","3,317 "
,e. nephrology/IVPs,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,6 ,0 ,6 ,0 ,0 ,0 ,4 ,0 ,4 ,0 ,0 ,0 ,85 ,315 ,400 ,363 ,301 ,664 ,0 ,0 ,0 ,0 ,19 ,19 ,0 ,0 ,0 ,459 ,635 ,"1,094 "
,f. hematology,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,4 ,0 ,5 ,5 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,685 ,685 ,84 ,36 ,120 ,0 ,0 ,0 ,0 ,587 ,587 ,0 ,0 ,0 ,90 ,"1,313 ","1,403 "
,g. oncology,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,5 ,0 ,22 ,22 ,0 ,0 ,0 ,1 ,0 ,1 ,21 ,0 ,21 ,13 ,65 ,78 ,0 ,0 ,0 ,0 ,28 ,28 ,0 ,0 ,0 ,40 ,115 ,155 
,h. GI/gastroscopy,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30 ,0 ,30 ,0 ,1 ,1 ,55 ,0 ,55 ,1 ,0 ,1 ,105 ,497 ,602 ,422 ,284 ,706 ,0 ,0 ,0 ,0 ,96 ,96 ,0 ,0 ,0 ,613 ,878 ,"1,491 "
,i. pulmonary,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,13 ,0 ,2 ,2 ,20 ,1 ,21 ,1 ,0 ,1 ,0 ,270 ,270 ,200 ,252 ,452 ,0 ,0 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,234 ,528 ,762 
,j. CAT scans/nuclear med./MRI,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31 ,0 ,31 ,0 ,7 ,7 ,73 ,0 ,73 ,2 ,0 ,2 ,309 ,976 ,"1,285 ",142 ,151 ,293 ,0 ,0 ,0 ,0 ,729 ,729 ,0 ,0 ,0 ,557 ,"1,863 ","2,420 "
,k. edocrinology,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,5 ,0 ,1 ,1 ,26 ,0 ,26 ,2 ,0 ,2 ,59 ,247 ,306 ,154 ,604 ,758 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,246 ,852 ,"1,098 "
,l. rheumatology,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,5 ,0 ,12 ,12 ,61 ,0 ,61 ,1 ,0 ,1 ,63 ,240 ,303 ,321 ,571 ,892 ,0 ,0 ,0 ,0 ,137 ,137 ,0 ,0 ,0 ,451 ,960 ,"1,411 "
,m. podiatry,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,4 ,0 ,4 ,0 ,4 ,4 ,13 ,0 ,13 ,0 ,0 ,0 ,221 ,22 ,243 ,13 ,51 ,64 ,0 ,0 ,0 ,0 ,11 ,11 ,0 ,0 ,0 ,253 ,88 ,341 
,n. genetic counseling,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,25 ,25 ,6 ,0 ,6 ,26 ,0 ,26 ,26 ,116 ,142 ,21 ,30 ,51 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,79 ,172 ,251 
,o. other,0 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,17 ,67 ,0 ,67 ,0 ,3 ,3 ,289 ,0 ,289 ,1 ,0 ,1 ,0 ,"4,432 ","4,432 ","1,185 ",874 ,"2,059 ",0 ,0 ,0 ,0 ,900 ,900 ,0 ,0 ,0 ,"1,559 ","6,209 ","7,768 "
6. Ophthalmolgic ,a. cataract surgery,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,9 ,3 ,12 ,0 ,0 ,0 ,129 ,4 ,133 ,712 ,73 ,785 ,0 ,0 ,0 ,0 ,67 ,67 ,0 ,0 ,0 ,851 ,147 ,998 
     Services,b. diabetic retinop./laser,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,73 ,73 ,22 ,1 ,23 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,22 ,74 ,96 
,c. pterygium excision,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,4 ,4 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,4 ,8 
,d. other ophthalmolgic,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,4 ,12 ,0 ,12 ,0 ,0 ,0 ,11 ,0 ,11 ,0 ,0 ,0 ,580 ,394 ,974 ,460 ,247 ,707 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,067 ",641 ,"1,708 "
7. Orthopedic ,a. arthroscopy,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,3 ,3 ,5 ,0 ,5 ,1 ,0 ,1 ,3 ,0 ,3 ,118 ,13 ,131 ,0 ,0 ,0 ,0 ,4 ,4 ,0 ,0 ,0 ,130 ,20 ,150 
    Procedures,b. tendon repair/carpal tunnel,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,21 ,21 ,14 ,0 ,14 ,4 ,0 ,4 ,0 ,0 ,0 ,12 ,11 ,23 ,0 ,0 ,0 ,0 ,4 ,4 ,0 ,0 ,0 ,31 ,36 ,67 
,c. other orthopedic,0 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,9 ,28 ,0 ,28 ,0 ,1 ,1 ,189 ,1 ,190 ,0 ,0 ,0 ,239 ,761 ,"1,000 ",715 ,"2,559 ","3,274 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,180 ","3,322 ","4,502 "
8. Prosthetics/,a. prosthetic devices V52,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,2 ,0 ,0 ,0 ,47 ,0 ,47 ,5 ,8 ,13 ,0 ,0 ,0 ,0 ,8 ,8 ,0 ,0 ,0 ,53 ,17 ,70 
    Orthotics,b. other devices,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,1 ,1 ,50 ,0 ,50 ,0 ,0 ,0 ,17 ,0 ,17 ,4 ,2 ,6 ,0 ,0 ,0 ,0 ,89 ,89 ,0 ,0 ,0 ,74 ,92 ,166 
,c. wheelchairs,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,5 ,5 ,21 ,0 ,21 ,0 ,0 ,0 ,39 ,6 ,45 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,74 ,74 ,0 ,0 ,0 ,63 ,85 ,148 
,d. other,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,3 ,11 ,0 ,11 ,0 ,1 ,1 ,36 ,0 ,36 ,1 ,0 ,1 ,93 ,0 ,93 ,16 ,15 ,31 ,0 ,0 ,0 ,0 ,360 ,360 ,0 ,0 ,0 ,160 ,376 ,536 
9. Psychiatric Eval.,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,0 ,7 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,129 ,135 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15 ,129 ,144 
10. Surgical Referal,a. hemorrhoidectomy,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,8 ,0 ,0 ,0 ,0 ,5 ,5 ,0 ,0 ,0 ,8 ,6 ,14 
      Procedures,b. cholecystectomy,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,5 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,1 ,5 ,0 ,0 ,0 ,0 ,14 ,14 ,0 ,0 ,0 ,10 ,15 ,25 
,c. minor surgery,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,2 ,8 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,20 ,1 ,21 ,0 ,0 ,0 ,0 ,82 ,82 ,0 ,0 ,0 ,28 ,85 ,113 
,d. circumcisions,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,0 ,0 ,0 ,2 ,2 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,2 ,4 ,0 ,0 ,0 ,0 ,321 ,321 ,0 ,0 ,0 ,7 ,325 ,332 
,c. colonoscopy,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,9 ,0 ,0 ,0 ,7 ,0 ,7 ,2 ,0 ,2 ,0 ,0 ,0 ,115 ,47 ,162 ,0 ,0 ,0 ,0 ,105 ,105 ,0 ,0 ,0 ,133 ,152 ,285 
,d. hernia repair,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,12 ,12 ,8 ,0 ,8 ,1 ,0 ,1 ,0 ,0 ,0 ,37 ,4 ,41 ,0 ,0 ,0 ,0 ,18 ,18 ,0 ,0 ,0 ,46 ,34 ,80 
,e. urology/cystoscopy,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,2 ,0 ,2 ,0 ,55 ,55 ,27 ,0 ,27 ,5 ,0 ,5 ,26 ,238 ,264 ,687 ,396 ,"1,083 ",0 ,0 ,0 ,0 ,24 ,24 ,0 ,0 ,0 ,749 ,713 ,"1,462 "
,f. Other ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,19 ,0 ,19 ,0 ,0 ,0 ,14 ,2 ,16 ,0 ,0 ,0 ,0 ,0 ,0 ,123 ,106 ,229 ,0 ,0 ,0 ,0 ,600 ,600 ,0 ,0 ,0 ,158 ,708 ,866 
TOTAL,,0 ,0 ,0 ,0 ,0 ,0 ,63 ,0 ,63 ,407 ,0 ,407 ,0 ,340 ,340 ,"1,279 ",9 ,"1,288 ",85 ,0 ,85 ,"3,196 ","11,372 ","14,568 ","8,481 ","9,358 ","17,839 ",0 ,262 ,262 ,0 ,"9,653 ","9,653 ",0 ,"4,995 ","4,995 ","13,511 ","35,989 ","49,500 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albuquerque Area Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 3B,,PRC Deferrals - Acute and Chronic Primary and Secondary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FY 2018,,,,,,,,,,,,,,(b) (6) ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY:,,Federal PRC Programs,,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 l. Cardiac ,a. cardiac catheterization, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
    Procedures,b. arteriogram, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c angioplasty, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. angiogram, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,"e. other (echo's, Holters)", -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. stress tests, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
 2. Dental ,a. orthodontics (braces), -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
     Procedures,"b. prosthodontics-bridges,dentures", -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. endodontics (root canal), -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. periodontics (gum surgery), -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. oral surgery, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. other , -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
 3. ENT Services,a. non-acute otitis media, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. tympanoplasties, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. tonsillectomy and adenoidectomy, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. septo-rhinoplasties, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. P E tubes, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. other, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
 4. GYN Procedures,a. hysterectomy, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. other elective procedures, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
 5.  Medical Referral/,a. dermatology, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
      Procedures,b. neurology, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. EEG/EMG, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. internal medicine, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. nephrology/IVPs, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. hematology, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,g. oncology, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,h. GI/gastroscopy, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,i. pulmonary, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,j. CAT scans/nuclear med./MRI, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
