NAME,,PRC Deferrals - Acute and Chronic Primary and Secondary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AREA:  I.H.S. OFFICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal and Tribal PRC Program:,,FY 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY:,,SERVICE UNIT-FEDERAL and TRIBAL PROGRAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal TOTAL,Tribal TOTAL,TOTAL
,,ALASKA,,,ALBUQUERQUE,,,BEMIDJI,,,BILLING,,,CALIFORNIA,,,GREAT PLAINS,,,NASHVILLE,,,NAVAJO,,,OKLAHOMA,,,PHOENIX,,,PORTLAND,,,TUCSON,,,,,
,j. CAT scans/nuclear med./MRI,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,22 ,0 ,22 ,0 ,0 ,0 ,35 ,0 ,35 ,0 ,0 ,0 ,0 ,29 ,29 ,26 ,133 ,159 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,83 ,162 ,245 
,k. edocrinology,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,8 ,0 ,0 ,0 ,28 ,0 ,28 ,0 ,0 ,0 ,15 ,157 ,172 ,196 ,453 ,649 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,247 ,610 ,857 
,l. rheumatology,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,2 ,2 ,14 ,0 ,14 ,0 ,0 ,0 ,10 ,143 ,153 ,438 ,982 ,"1,420 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,465 ,"1,127 ","1,592 "
,m. podiatry,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,6 ,0 ,1 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,8 ,12 ,20 ,28 ,"1,070 ","1,098 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,43 ,"1,083 ","1,126 "
,n. genetic counseling,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,14 ,14 ,153 ,0 ,153 ,1 ,0 ,1 ,0 ,24 ,24 ,10 ,23 ,33 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,164 ,61 ,225 
,o. other,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,34 ,0 ,34 ,0 ,0 ,0 ,17 ,0 ,17 ,0 ,0 ,0 ,5 ,869 ,874 ,"7,026 ","1,059 ","8,085 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"7,082 ","1,928 ","9,010 "
6. Ophthalmolgic ,a. cataract surgery,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,0 ,11 ,277 ,288 ,"1,150 ",16 ,"1,166 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,164 ",293 ,"1,457 "
     Services,b. diabetic retinop./laser,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,269 ,273 ,7 ,1 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,14 ,270 ,284 
,c. pterygium excision,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,4 ,14 ,0 ,14 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,14 ,4 ,18 
,d. other ophthalmolgic,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,231 ,813 ,"1,044 ",615 ,169 ,784 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,849 ,982 ,"1,831 "
7. Orthopedic ,a. arthroscopy,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,0 ,5 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,8 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,8 ,16 
    Procedures,b. tendon repair/carpal tunnel,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,4 ,0 ,7 ,7 ,381 ,0 ,381 ,0 ,0 ,0 ,30 ,0 ,30 ,44 ,3 ,47 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,459 ,10 ,469 
,c. other orthopedic,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,18 ,0 ,18 ,0 ,4 ,4 ,4 ,0 ,4 ,0 ,0 ,0 ,319 ,820 ,"1,139 ","2,837 ","2,656 ","5,493 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"3,179 ","3,480 ","6,659 "
8. Prosthetics/,a. prosthetic devices V52,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,28 ,23 ,51 ,12 ,5 ,17 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,41 ,38 ,79 
    Orthotics,b. other devices,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,2 ,2 ,1 ,0 ,1 ,0 ,0 ,0 ,77 ,178 ,255 ,6 ,4 ,10 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,0 ,0 ,89 ,184 ,273 
,c. wheelchairs,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,29 ,29 ,8 ,0 ,8 ,0 ,0 ,0 ,3 ,4 ,7 ,15 ,0 ,15 ,0 ,0 ,0 ,6 ,0 ,6 ,0 ,0 ,0 ,35 ,33 ,68 
,d. other,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,1 ,0 ,1 ,0 ,0 ,0 ,172 ,159 ,331 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,175 ,159 ,334 
9. Psychiatric Eval.,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,5 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,3 ,0 ,3 ,153 ,283 ,436 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,162 ,283 ,445 
10. Surgical Referal,a. hemorrhoidectomy,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,2 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,1 ,5 
      Procedures,b. cholecystectomy,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,1 ,4 ,4 ,2 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9 ,6 ,15 
,c. minor surgery,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9 ,9 
,d. circumcisions,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,8 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,9 
,c. colonoscopy,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,5 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,0 ,0 ,0 ,37 ,37 ,51 ,74 ,125 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,59 ,111 ,170 
,d. hernia repair,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,2 ,13 ,0 ,13 ,1 ,0 ,1 ,3 ,0 ,3 ,39 ,26 ,65 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,56 ,28 ,84 
,e. urology/cystoscopy,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,9 ,9 ,23 ,0 ,23 ,2 ,0 ,2 ,21 ,1 ,22 ,767 ,"2,138 ","2,905 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,816 ,"2,148 ","2,964 "
,f. Other ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,266 ,"2,626 ","2,892 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,270 ,"2,626 ","2,896 "
TOTAL,,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,191 ,0 ,191 ,0 ,301 ,301 ,"1,035 ",0 ,"1,035 ",44 ,0 ,44 ,"1,857 ","6,061 ","7,918 ","20,233 ","23,489 ","43,722 ",0 ,0 ,0 ,24 ,0 ,24 ,0 ,0 ,0 ,"23,385 ","29,851 ","53,236 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albuquerque Area Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 3B,,PRC Deferrals - Acute and Chronic Primary and Secondary Care,,,,,,,,,,,,,(b) (6) ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FY 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY:,,Federal PRC Programs,,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,(b) (6) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 l. Cardiac ,a. cardiac catheterization, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
    Procedures,b. arteriogram, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c angioplasty, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. angiogram, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,"e. other (echo's, Holters)", -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. stress tests, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
 2. Dental ,a. orthodontics (braces), No referrals received , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
     Procedures,"b. prosthodontics-bridges,dentures", No referrals received , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. endodontics (root canal), -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. periodontics (gum surgery), -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. oral surgery, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. other , -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
 3. ENT Services,a. non-acute otitis media, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. tympanoplasties, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. tonsillectomy and adenoidectomy, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. septo-rhinoplasties, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. P E tubes, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. other, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
 4. GYN Procedures,a. hysterectomy, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. other elective procedures, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
 5.  Medical Referral/,a. dermatology, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
      Procedures,b. neurology, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. EEG/EMG, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. internal medicine, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. nephrology/IVPs, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. hematology, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,g. oncology, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,h. GI/gastroscopy, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,i. pulmonary, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
