NAME,,PRC Deferrals - Acute and Chronic Primary and Secondary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AREA:  I.H.S. OFFICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal and Tribal PRC Program:,,FY 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY:,,SERVICE UNIT-FEDERAL and TRIBAL PROGRAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal TOTAL,Tribal TOTAL,TOTAL
,,ALASKA,,,ALBUQUERQUE,,,BEMIDJI,,,BILLING,,,CALIFORNIA,,,GREAT PLAINS,,,NASHVILLE,,,NAVAJO,,,OKLAHOMA,,,PHOENIX,,,PORTLAND,,,TUCSON,,,,,
,e. P E tubes,0 ,0 ,0 ,0 ,0 ,0 ,0 ,12 ,12 ,0 ,0 ,0 ,0 ,2 ,2 ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,2 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,16 ,19 
,f. other,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,5 ,0 ,0 ,0 ,66 ,0 ,66 ,0 ,0 ,0 ,24 ,216 ,240 ,414 ,"1,718 ","2,132 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,509 ,"1,934 ","2,443 "
 4. GYN Procedures,a. hysterectomy,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,2 ,1 ,0 ,1 ,0 ,8 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,3 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,10 ,15 
,b. other elective procedures,0 ,0 ,0 ,0 ,0 ,0 ,0 ,26 ,26 ,1 ,0 ,1 ,0 ,9 ,9 ,12 ,0 ,12 ,0 ,0 ,0 ,3 ,315 ,318 ,6 ,58 ,64 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,22 ,408 ,430 
 5.  Medical Referral/,a. dermatology,0 ,0 ,0 ,0 ,0 ,0 ,2 ,18 ,20 ,14 ,0 ,14 ,0 ,0 ,0 ,76 ,0 ,76 ,0 ,0 ,0 ,50 ,245 ,295 ,156 ,940 ,"1,096 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,298 ,"1,203 ","1,501 "
      Procedures,b. neurology,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,8 ,54 ,4 ,58 ,0 ,0 ,0 ,50 ,432 ,482 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,104 ,444 ,548 
,c. EEG/EMG,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,3 ,3 ,3 ,0 ,3 ,0 ,0 ,0 ,0 ,20 ,20 ,20 ,272 ,292 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,23 ,296 ,319 
,d. internal medicine,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,1 ,848 ,849 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,848 ,851 
,e. nephrology/IVPs,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,5 ,0 ,0 ,0 ,14 ,0 ,14 ,0 ,0 ,0 ,55 ,275 ,330 ,106 ,"1,002 ","1,108 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,180 ,"1,277 ","1,457 "
,f. hematology,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,3 ,3 ,5 ,0 ,5 ,0 ,0 ,0 ,11 ,26 ,37 ,51 ,68 ,119 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,69 ,97 ,166 
,g. oncology,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,0 ,87 ,358 ,445 ,15 ,226 ,241 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,104 ,584 ,688 
,h. GI/gastroscopy,0 ,0 ,0 ,0 ,0 ,0 ,0 ,62 ,62 ,4 ,0 ,4 ,0 ,5 ,5 ,50 ,0 ,50 ,0 ,0 ,0 ,116 ,432 ,548 ,146 ,388 ,534 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,316 ,887 ,"1,203 "
,i. pulmonary,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31 ,31 ,10 ,0 ,10 ,0 ,1 ,1 ,24 ,1 ,25 ,0 ,0 ,0 ,35 ,172 ,207 ,61 ,944 ,"1,005 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,130 ,"1,149 ","1,279 "
,j. CAT scans/nuclear med./MRI,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,4 ,19 ,0 ,19 ,0 ,0 ,0 ,82 ,0 ,82 ,0 ,0 ,0 ,260 ,533 ,793 ,26 ,330 ,356 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,387 ,867 ,"1,254 "
,k. edocrinology,0 ,0 ,0 ,0 ,0 ,0 ,1 ,51 ,52 ,4 ,0 ,4 ,0 ,2 ,2 ,30 ,1 ,31 ,0 ,0 ,0 ,24 ,150 ,174 ,51 ,622 ,673 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,110 ,826 ,936 
,l. rheumatology,0 ,0 ,0 ,0 ,0 ,0 ,0 ,28 ,28 ,5 ,0 ,5 ,0 ,10 ,10 ,52 ,0 ,52 ,0 ,0 ,0 ,20 ,179 ,199 ,71 ,"2,794 ","2,865 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,148 ,"3,011 ","3,159 "
,m. podiatry,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,2 ,0 ,2 ,0 ,1 ,1 ,23 ,0 ,23 ,0 ,0 ,0 ,22 ,14 ,36 ,12 ,"1,977 ","1,989 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,60 ,"1,992 ","2,052 "
,n. genetic counseling,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,3 ,3 ,0 ,3 ,0 ,15 ,15 ,1 ,0 ,1 ,0 ,0 ,0 ,2 ,10 ,12 ,13 ,202 ,215 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,19 ,230 ,249 
,o. other,0 ,0 ,0 ,0 ,0 ,0 ,0 ,35 ,35 ,100 ,0 ,100 ,0 ,0 ,0 ,649 ,0 ,649 ,0 ,0 ,0 ,62 ,978 ,"1,040 ","6,643 ","6,560 ","13,203 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"7,454 ","7,573 ","15,027 "
6. Ophthalmolgic ,a. cataract surgery,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,0 ,0 ,23 ,0 ,23 ,0 ,0 ,0 ,11 ,94 ,105 ,496 ,140 ,636 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,533 ,234 ,767 
     Services,b. diabetic retinop./laser,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,86 ,194 ,280 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,86 ,196 ,282 
,c. pterygium excision,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,10 ,11 
,d. other ophthalmolgic,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,0 ,0 ,29 ,0 ,29 ,0 ,0 ,0 ,737 ,785 ,"1,522 ",188 ,328 ,516 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,957 ,"1,113 ","2,070 "
7. Orthopedic ,a. arthroscopy,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,5 ,1 ,0 ,1 ,0 ,0 ,0 ,21 ,0 ,21 ,0 ,0 ,0 ,8 ,0 ,8 ,0 ,18 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30 ,23 ,53 
    Procedures,b. tendon repair/carpal tunnel,0 ,0 ,0 ,0 ,0 ,0 ,0 ,87 ,87 ,5 ,0 ,5 ,0 ,2 ,2 ,20 ,0 ,20 ,0 ,0 ,0 ,8 ,0 ,8 ,31 ,39 ,70 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,64 ,128 ,192 
,c. other orthopedic,0 ,0 ,0 ,0 ,0 ,0 ,3 ,1 ,4 ,6 ,0 ,6 ,0 ,1 ,1 ,289 ,0 ,289 ,0 ,0 ,0 ,106 ,893 ,999 ,691 ,"4,346 ","5,037 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,095 ","5,241 ","6,336 "
8. Prosthetics/,a. prosthetic devices V52,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,3 ,0 ,3 ,0 ,4 ,4 ,5 ,1 ,6 ,0 ,0 ,0 ,2 ,10 ,12 ,3 ,6 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,14 ,21 ,35 
    Orthotics,b. other devices,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,4 ,0 ,0 ,0 ,1 ,46 ,47 ,17 ,20 ,37 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,22 ,66 ,88 
,c. wheelchairs,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,5 ,6 ,1 ,14 ,15 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,25 ,27 
,d. other,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,9 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11 ,2 ,13 
9. Psychiatric Eval.,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,6 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,362 ,362 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7 ,362 ,369 
10. Surgical Referal,a. hemorrhoidectomy,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,2 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,2 ,5 
      Procedures,b. cholecystectomy,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,2 ,3 ,0 ,3 ,0 ,0 ,0 ,3 ,20 ,23 ,1 ,4 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7 ,26 ,33 
,c. minor surgery,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,13 
,d. circumcisions,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 
,c. colonoscopy,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,6 ,3 ,0 ,3 ,0 ,3 ,3 ,16 ,0 ,16 ,0 ,0 ,0 ,23 ,4 ,27 ,9 ,78 ,87 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,51 ,91 ,142 
,d. hernia repair,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9 ,9 ,3 ,0 ,3 ,0 ,9 ,9 ,9 ,1 ,10 ,0 ,0 ,0 ,4 ,0 ,4 ,3 ,18 ,21 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,19 ,37 ,56 
,e. urology/cystoscopy,0 ,0 ,0 ,0 ,0 ,0 ,1 ,12 ,13 ,5 ,0 ,5 ,0 ,70 ,70 ,44 ,0 ,44 ,0 ,0 ,0 ,33 ,489 ,522 ,491 ,"1,078 ","1,569 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,574 ,"1,649 ","2,223 "
,f. Other ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,5 ,3 ,0 ,3 ,0 ,0 ,0 ,26 ,0 ,26 ,0 ,0 ,0 ,1 ,0 ,1 ,350 ,342 ,692 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,385 ,342 ,727 
TOTAL,,0 ,0 ,0 ,0 ,0 ,0 ,21 ,561 ,582 ,247 ,0 ,247 ,0 ,324 ,324 ,"1,753 ",9 ,"1,762 ",0 ,0 ,0 ,"2,360 ","7,266 ","9,626 ","11,006 ","32,472 ","43,478 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"15,387 ","40,632 ","56,019 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albuquerque Area Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 3B,,PRC Deferrals - Acute and Chronic Primary and Secondary Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FY 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY:,,Federal PRC Programs,,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,
,,( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),( b) (6),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 l. Cardiac ,a. cardiac catheterization, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
    Procedures,b. arteriogram, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c angioplasty, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. angiogram, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,"e. other (echo's, Holters)", -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. stress tests, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
 2. Dental ,a. orthodontics (braces), -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
     Procedures,"b. prosthodontics-bridges,dentures", -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. endodontics (root canal), -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. periodontics (gum surgery), -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. oral surgery, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. other , -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
 3. ENT Services,a. non-acute otitis media, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. tympanoplasties, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. tonsillectomy and adenoidectomy, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. septo-rhinoplasties, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. P E tubes, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. other, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
 4. GYN Procedures,a. hysterectomy, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. other elective procedures, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
 5.  Medical Referral/,a. dermatology, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
      Procedures,b. neurology, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. EEG/EMG, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. internal medicine, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. nephrology/IVPs, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. hematology, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,g. oncology, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,h. GI/gastroscopy, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,i. pulmonary, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
,j. CAT scans/nuclear med./MRI, -   , -   , -   , -   , -   , -   , -   , -   ,,,,, -   ,,,,,,,,,,,,,,,,,,,,,,,,,,
