TABLE 5,,,,,,,,
,California Area No Federal and Tribal FY 2022,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Great Plains Area Federal and Tribal NONE FY 2022,,,,,,,
TABLE 5,,,,,,,,
,,PRC Delivery Area / Service Delivery Area Changes,,,,,,
,,FY 2022,,,,,,
IHS AREA:,,,,,,,,
(A),,(B),(C),(D),(E),(F),(G),
"Service Unit
 Requesting Change",,Requested By Name & Title,Date of Request,Estimated Population Increase,Other Tribes Affected by PRC DA/SDA Change,"Tribal Consultation completed with other Tribes Affected - 
Tribe Name and Dates",Current Status,
1,,,,,,,,
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
6,,,,,,,,
7,,,,,,,,
8,,,,,,,,
9,,,,,,,,
10,,,,,,,,
11,,,,,,,,
12,,,,,,,,
,,,,,,,,
,,,,,,,,
,Nashville Area Federal,,,,,,,
,,,,,,,,
,,PRC Delivery Area / Service Delivery Area Changes,,,,,,
,,FY 2022,,,,,,
,,,,,,,,
(A),,(B),(C),(D),(E),(F),(G),
"Service Unit
 Requesting Change",,Requested By Name & Title,Date of Request,Estimated Population Increase,Other Tribes Affected by PRC DA/SDA Change,"Tribal Consultation completed with other Tribes Affected - 
Tribe Name and Dates",Current Status,
1,(b) (6) ,,,,,,,
2,(b) (6) ,,,,,,,
3,(b) (6) ,,,,,,,
4,(b) (6) ,,43951,352,NA,NA,"Pending review/approval at HQ, Indian Health Service.",
5,(b) (6) ,,,,,,,
6,(b) (6) ,,,,,,,
7,,,,,,,,
8,,,,,,,,
9,,,,,,,,
10,,,,,,,,
11,,,,,,,,
12,,,,,,,,
,,,,,,,,
,,,,,,,,
,Navajo Area Federal and Tribal FY 2022 NONE,,,,,,,
TABLE 5,,,,,,,,
,,PRC Delivery Area / Service Delivery Area Changes,,,,,,
,,FY 2022,,,,,,
IHS AREA:,,,,,,,,
(A),,(B),(C),(D),(E),(F),(G),
"Service Unit
 Requesting Change",,Requested By Name & Title,Date of Request,Estimated Population Increase,Other Tribes Affected by PRC DA/SDA Change,"Tribal Consultation completed with other Tribes Affected - 
Tribe Name and Dates",Current Status,
1,,,,,,,,
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
6,,,,,,,,
7,,,,,,,,
8,,,,,,,,
9,,,,,,,,
10,,,,,,,,
11,,,,,,,,
12,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Oklahoma Area Federal-No report. Oklahoma Area Tribal 2 Tribes FY 2022,,,,,,,
TABLE 5,,,,,,,,
,,PRC Delivery Area / Service Delivery Area Changes,,,,,,
,,FY 2022,,,,,,
IHS AREA:,,,,,,,,
(A),,(B),(C),(D),(E),(F),(G),
"Service Unit
 Requesting Change",,Requested By Name & Title,Date of Request,Estimated Population Increase,Other Tribes Affected by PRC DA/SDA Change,"Tribal Consultation completed with other Tribes Affected - 
Tribe Name and Dates",Current Status,
1,,,,,,,,
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
6,,,,,,,,
7,,,,,,,,
8,,,,,,,,
9,,,,,,,,
10,,,,,,,,
11,,,,,,,,
12,,,,,,,,
,,,,,,,,
,,,,,,,,
,Phoenix Area Federal and Tribal FY 2022,,,,,,,
TABLE 5,,,,,,,,
,,PRC Delivery Area / Service Delivery Area Changes,,,,,,
,,FY 2022,,,,,,
IHS AREA:,,,,,,,,
(A),,(B),(C),(D),(E),(F),(G),
"Service Unit
 Requesting Change",,Requested By Name & Title,Date of Request,Estimated Population Increase,Other Tribes Affected by PRC DA/SDA Change,"Tribal Consultation completed with other Tribes Affected - 
Tribe Name and Dates",Current Status,
1,,,,,,,,
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
6,,,,,,,,
7,,,,,,,,
8,,,,,,,,
9,,,,,,,,
10,,,,,,,,
11,,,,,,,,
12,,,,,,,,
,,,,,,,,
,,,,,,,,
,Portland Area Federal and Tribal FY 2022,,,,,,,
TABLE 5,,,,,,,,
,,PRC Delivery Area / Service Delivery Area Changes,,,,,,
,,FY 2022,,,,,,
IHS AREA:,,,,,,,,
(A),,(B),(C),(D),(E),(F),(G),
"Service Unit
 Requesting Change",,Requested By Name & Title,Date of Request,Estimated Population Increase,Other Tribes Affected by PRC DA/SDA Change,"Tribal Consultation completed with other Tribes Affected - 
Tribe Name and Dates",Current Status,
1,(b) (6) ,Portland Area Office/Dean Seyler,44397,Approximately 73,(b) (6) ,(b) (6) ,Pending HQ Approval,
2,(b) (6) ,Spokane Tribe,44489,Approximately 472,(b) (6) ,"Yes, both Tribes had until February, 2022 to comment.  (b) (6)  did not, (b) (6)  did.",In process of Area Review,
3,(b) (6) ,,,,,,No known changes,
4,(b) (6) ,,,,,,No known changes,
5,,,,,,,,
6,,,,,,,,
7,,,,,,,,
8,,,,,,,,
9,,,,,,,,
10,,,,,,,,
11,,,,,,,,
12,,,,,,,,
,,,,,,,,
,,,,,,,,
,"Tucson Area Federal, also none for Tucson Tribal FY 2022",,,,,,,
TABLE 5,,,,,,,,
,,PRC Delivery Area / Service Delivery Area Changes,,,,,,
,,FY 2022,,,,,,
IHS AREA:,,,,,,,,
(A),,(B),(C),(D),(E),(F),(G),
"Service Unit
 Requesting Change",,Requested By Name & Title,Date of Request,Estimated Population Increase,Other Tribes Affected by PRC DA/SDA Change,"Tribal Consultation completed with other Tribes Affected - 
Tribe Name and Dates",Current Status,
1,,,,,,,,
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
6,,,,,,,,
7,,,,,,,,
8,,,,,,,,
9,,,,,,,,
10,,,,,,,,
11,,,,,,,,
12,,,,,,,,
,,,,,,,,
,,,,,,,,
,FORMS,,,,,,,
TABLE 5,,,,,,,,
,,PRC Delivery Area / Service Delivery Area Changes,,,,,,
,,FY 2022,,,,,,
IHS AREA:,,,,,,,,
(A),,(B),(C),(D),(E),(F),(G),
"Service Unit
 Requesting Change",,Requested By Name & Title,Date of Request,Estimated Population Increase,Other Tribes Affected by PRC DA/SDA Change,"Tribal Consultation completed with other Tribes Affected - 
Tribe Name and Dates",Current Status,
1,,,,,,,,
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
6,,,,,,,,
7,,,,,,,,
8,,,,,,,,
9,,,,,,,,
10,,,,,,,,
11,,,,,,,,
12,,,,,,,,
